Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,WeightKg,BMI,TotalMinutesAsleep,TotalTimeInBed,SleepQuality,avg_intensity,most_intense_day,METs,NaN,Cluster
2891001357,773.625,0.603750005375,0.0,1.20700800425,0.0,0.0,0.603750005375,0.0,0.0,82.5,168.75,1099.875,2273.375,88.4000015258789,25.0300006866455,370.8236389160156,438.33367919921875,0.8459848204989961,0.16666666666666666,1,11.666666666666666,1,2
3372868164,6616.933333333333,4.543333355666666,4.543333355666666,0.0,0.6676666588333333,0.13999999873333335,3.721999987,0.0119999999,10.033333333333333,3.9,314.23333333333335,1080.0666666666666,1908.8333333333333,78.96674346923828,29.00277328491211,351.9753112792969,380.9709777832031,0.9238900908603945,0.24228333333333332,5,14.405212735981967,1,1
3977333714,10321.52380952381,7.028333279166667,7.028333279166667,0.0,1.3921428471666668,2.3561904616666665,3.264285721904762,0.0,16.976190476190474,52.69047619047619,183.95238095238096,707.8809523809524,1480.642857142857,75.466552734375,27.404869079589844,286.84090909090907,443.90909090909093,0.6461703870571369,0.19296039094650205,0,14.131843381843382,0,3
4020332650,4049.7619047619046,2.9049206349682537,2.9049206349682537,0.0,0.15412698292063493,0.16365079258730159,1.7820634904603174,0.00587301580952381,4.619047619047619,6.523809523809524,104.07936507936508,1159.015873015873,2736.063492063492,89.32331085205078,30.78032875061035,359.17391304347825,382.17391304347825,0.9398179749715586,0.09171726300828081,0,12.910713481881611,0,2
4057192912,2103.972222222222,1.5527777807499998,1.568611118861111,0.0015511944166666665,0.09472222355555555,0.22333332644444445,1.2200000106944444,0.0016666666388888889,1.1944444444444444,4.861111111111111,49.888888888888886,1342.4166666666667,1911.3333333333333,86.59190368652344,31.843481063842773,339.8088073730469,366.2221374511719,0.9278762057860397,0.04543452380952381,0,11.046201272871917,1,2
4319703577,7422.813953488372,4.993720921604651,4.993720921604651,0.0,0.3293023261395349,0.5620930204418605,3.854418567418605,0.0,4.4186046511627906,13.976744186046512,234.32558139534885,748.1627906976744,2025.5581395348838,72.35000228999999,27.414999960000003,456.48148148148147,481.51851851851853,0.9480039996923313,0.20099740031114385,1,14.386762246117085,0,3
4388161847,8595.692307692309,6.671538530307692,6.671538530307692,0.0,1.3666666634102564,0.7169230721025641,4.289230780717949,0.0,18.41025641025641,16.17948717948718,182.30769230769232,949.0,2829.5384615384614,79.93138885498047,26.812965393066406,403.125,426.2083333333333,0.9458402580897449,0.23699820788530465,1,16.375668934240363,0,3
4445114986,4632.369565217391,3.135217388021739,3.135217388021739,0.0,0.49065217610869566,0.06434782567391305,2.5782608584130435,0.0,6.108695652173913,1.4782608695652173,206.32608695652175,840.1739130434783,2160.6304347826085,92.4000015258789,35.0099983215332,365.537037037037,393.55555555555554,0.9288067005458309,0.16336341815468952,0,13.398038556377493,0,2
4558609924,7154.930232558139,4.729767445906977,4.729767445906977,0.0,0.44651162867441857,0.5237209315348837,3.7581395534418602,0.0,8.69767441860465,10.651162790697674,275.16279069767444,1091.3023255813953,1976.5813953488373,69.59999974597982,27.201666513274734,142.66666666666666,150.66666666666666,0.9469026548672567,0.19544723803499894,0,14.363120805369128,0,1
4702921684,8367.065217391304,6.789130421021739,6.789130421021739,0.0,0.35891304421739134,1.1439130446304346,5.278913080717391,0.0,4.413043478260869,23.17391304347826,240.5,753.4782608695652,2918.5652173913045,99.6999969482422,26.1100006103516,416.8448275862069,440.05172413793105,0.9472632527524194,0.20868971977842946,0,14.826171079429736,0,3
5553957443,8540.627906976744,5.589069797767442,5.589069797767442,0.0,1.4774418639767442,0.7248837261860465,3.384883693511628,0.0,23.46511627906977,14.023255813953488,199.8139534883721,651.4418604651163,1855.2558139534883,74.13215637207031,27.24626922607422,450.9016393442623,496.4590163934426,0.908235371813499,0.19218301971326163,0,14.091565452091768,0,3
5577150313,8385.926829268292,6.276341432512195,6.276341432512195,0.0,3.1139024249512195,0.6551219547560976,2.496585358902439,0.0,85.85365853658537,29.390243902439025,150.4390243902439,730.6585365853658,3343.7073170731705,90.69999695,28.0,419.8448275862069,445.87931034482756,0.9416109199180234,0.3381853369763206,0,18.828824756606398,0,0
6117666160,7363.0,5.575000035105264,5.575000035105264,0.0,0.10552631513157895,0.1336842085263158,5.1236842181052635,0.0,1.2894736842105263,2.5789473684210527,291.39473684210526,814.1315789473684,2218.5526315789475,87.41297912597656,27.922861099243164,463.2,491.2888888888889,0.9428261262891261,0.21896929824561404,5,14.972152521525215,0,3
6290855005,4615.846153846154,3.4905128295384613,3.4905128295384613,0.0,0.11538461538461539,0.18974359217948716,3.177948737769231,0.006410256333333334,4.051282051282051,5.564102564102564,179.2051282051282,1217.7948717948718,2488.3333333333335,90.93592834472656,30.373472213745117,321.1524353027344,359.4216003417969,0.8935256951650377,0.16995424836601308,5,13.122737492973581,1,2
6391747486,1336.888888888889,1.0744444661111112,0.10111110733333334,0.9727588758888888,0.22555555233333335,0.0055555556666666665,0.8433333370000001,0.0,5.111111111111111,0.6666666666666666,34.333333333333336,1261.888888888889,1763.111111111111,86.22825622558594,31.349260330200195,326.3001708984375,341.4230651855469,0.9557062898521785,0.010991379310344827,5,10.205901234567902,1,2
6775888955,3301.2285714285713,2.371999973514286,2.371999973514286,0.055988458228571424,0.7691428509142857,0.5879999978,0.9974285718,0.0,13.285714285714286,23.65714285714286,61.714285714285715,1227.0285714285715,2284.2571428571428,88.20427703857422,29.936079025268555,297.05,320.05,0.9281362287142634,0.12416414141414141,5,13.278882868937048,0,2
6962181067,10679.888888888889,7.2273333548666665,7.100000031777777,0.5352690008000001,1.9164444499555555,1.2166666603777778,4.086666684,0.006888888911111112,26.711111111111112,21.77777777777778,249.77777777777777,644.8888888888889,2015.3777777777777,61.65227317803445,24.068409008658886,440.40625,458.640625,0.960242564644159,0.27709058085599836,0,15.715177923021061,0,3
7007744171,11619.28947368421,8.281052620631579,7.773947358263158,2.3536008470789476,2.770263129526316,0.712105261631579,4.797105254342106,0.0018421052894736843,35.3421052631579,16.263157894736842,279.7105263157895,1038.078947368421,2570.2368421052633,76.25627899169922,26.735877990722656,66.1,70.4,0.9389204545454544,0.2883558723196881,5,16.953910149750417,0,1
7086361926,8459.813953488372,5.747906959116279,5.747906959116279,0.0,2.431860464581395,0.7123255779767442,2.588372080604651,0.0013953487906976745,38.02325581395349,23.209302325581394,131.95348837209303,861.1627906976744,2457.6976744186045,82.5162582397461,27.706897735595703,417.86,432.02,0.9672237396416833,0.18785928453267162,0,14.122800718132854,0,3
8053475328,14784.52380952381,11.50166659102381,11.50166659102381,0.0,8.521190501261904,0.44214285614285714,2.5357142875238097,0.0,85.07142857142857,10.047619047619047,151.85714285714286,1139.2142857142858,2932.0238095238096,79.37506866455078,27.479724884033203,347.25,351.5,0.9879089615931721,0.3015015549230445,0,14.70976734161377,0,0
8253242879,4898.064516129032,3.510645178032258,3.510645178032258,0.0,1.590645133451613,0.535806453032258,1.3822580661612904,0.0012903225806451613,14.838709677419354,10.580645161290322,94.58064516129032,1312.516129032258,1662.1935483870968,75.5999984741211,29.5499992370605,340.9809265136719,386.417724609375,0.8824153365593294,0.07049861973775016,0,13.806499481201172,1,2
8378563200,8555.162790697674,6.784651207488372,6.784651207488372,1.1564819368837211,2.353255829860465,0.5211627854186046,3.9095348701162793,0.0,57.76744186046512,10.279069767441861,159.67441860465115,707.2093023255813,3414.139534883721,81.47090148925781,27.479724884033203,434.46153846153845,470.4153846153846,0.9235700035974752,0.23782644261178415,0,14.70976734161377,0,0
8583815059,6346.615384615385,4.951282015153846,4.951282015153846,0.0,0.6438461616666666,0.8299999938205129,2.5389743523846153,0.0,7.82051282051282,18.025641025641026,138.05128205128204,1266.1025641025642,2662.128205128205,83.57518768310547,28.342281341552734,356.9168701171875,401.4441833496094,0.8890821810870679,0.1112914344595379,1,13.705602645874023,1,2
8792009665,2217.0,1.4190243873414634,1.4190243873414634,0.0,0.03170731709756097,0.07463414648780488,1.3126829286585364,0.0,1.1219512195121952,4.439024390243903,103.58536585365853,1011.6341463414634,1994.9024390243903,83.85089874267578,31.843481063842773,435.55555555555554,457.44444444444446,0.9521496235122662,0.06354893652376205,0,13.448763847351074,0,2
8877689391,16424.325581395347,13.457906878697674,13.457906878697674,0.0,6.817441874023256,0.37837209325581395,6.212093037302325,0.004418604697674419,66.27906976744185,11.372093023255815,236.46511627906978,1094.2558139534883,3428.8837209302324,85.31212199884115,25.53909099572177,336.0018005371094,366.84722900390625,0.9159175099930538,0.31869617837359776,0,14.70976734161377,1,0
