Id,date,TotalMinutesAsleep,TotalTimeInBed,SleepQuality
2347167796,2016-04-03,579,625,0.9264
2347167796,2016-04-04,472,525,0.8990476190476191
2347167796,2016-04-05,395,448,0.8816964285714286
2347167796,2016-04-06,372,425,0.8752941176470588
2347167796,2016-04-07,70,76,0.9210526315789473
2347167796,2016-04-08,380,405,0.9382716049382716
2347167796,2016-04-09,18,21,0.8571428571428571
2347167796,2016-04-10,601,659,0.9119878603945372
2347167796,2016-04-11,353,399,0.8847117794486216
3977333714,2016-03-13,304,475,0.64
3977333714,2016-03-14,303,421,0.7197149643705463
3977333714,2016-03-15,257,387,0.6640826873385013
3977333714,2016-03-16,208,321,0.6479750778816199
3977333714,2016-03-17,356,481,0.7401247401247402
3977333714,2016-04-01,297,430,0.6906976744186046
3977333714,2016-04-02,199,290,0.6862068965517242
3977333714,2016-04-03,222,359,0.6183844011142061
3977333714,2016-04-04,205,374,0.5481283422459893
3977333714,2016-04-05,378,486,0.7777777777777778
3977333714,2016-04-06,296,426,0.6948356807511737
3977333714,2016-04-07,221,405,0.5456790123456791
3977333714,2016-04-08,305,480,0.6354166666666666
3977333714,2016-04-09,273,418,0.65311004784689
3977333714,2016-04-10,293,452,0.6482300884955752
3977333714,2016-04-11,282,415,0.6795180722891566
4020332650,2016-03-12,384,429,0.8951048951048951
4020332650,2016-03-13,505,533,0.9474671669793621
4020332650,2016-03-14,265,290,0.9137931034482759
4020332650,2016-03-15,331,341,0.9706744868035191
4020332650,2016-03-16,459,493,0.9310344827586207
4020332650,2016-03-17,374,407,0.918918918918919
4020332650,2016-03-30,366,387,0.9457364341085271
4020332650,2016-03-31,259,268,0.9664179104477612
4020332650,2016-04-01,429,450,0.9533333333333334
4020332650,2016-04-02,499,508,0.9822834645669292
4020332650,2016-04-03,387,399,0.9699248120300752
4020332650,2016-04-04,463,478,0.9686192468619247
4020332650,2016-04-06,245,257,0.953307392996109
4020332650,2016-04-10,74,74,1.0
4020332650,2016-04-11,426,438,0.9726027397260274
4319703577,2016-03-11,78,90,0.8666666666666667
4319703577,2016-03-12,503,517,0.9729206963249516
4319703577,2016-03-13,364,376,0.9680851063829787
4319703577,2016-03-14,94,100,0.94
4319703577,2016-03-15,458,490,0.9346938775510204
4319703577,2016-03-16,496,531,0.9340866290018832
4319703577,2016-03-17,495,529,0.9357277882797732
4319703577,2016-03-18,481,503,0.9562624254473161
4319703577,2016-03-19,473,505,0.9366336633663367
4319703577,2016-03-20,450,488,0.9221311475409836
4319703577,2016-03-21,428,466,0.9184549356223176
4319703577,2016-03-22,63,64,0.984375
4319703577,2016-03-23,490,510,0.9607843137254902
4319703577,2016-03-24,412,429,0.9603729603729604
4319703577,2016-03-25,519,558,0.9301075268817204
4319703577,2016-03-26,489,517,0.9458413926499033
4319703577,2016-03-27,583,613,0.9510603588907015
4319703577,2016-03-28,498,525,0.9485714285714286
4319703577,2016-03-29,514,547,0.9396709323583181
4319703577,2016-03-30,454,478,0.9497907949790795
4319703577,2016-03-31,38,47,0.8085106382978723
4319703577,2016-04-01,466,484,0.9628099173553719
4319703577,2016-04-02,529,543,0.9742173112338858
4319703577,2016-04-03,568,583,0.9742710120068611
4319703577,2016-04-04,473,505,0.9366336633663367
4319703577,2016-04-05,507,544,0.9319852941176471
4319703577,2016-04-06,901,959,0.9395203336809176
4319703577,2016-04-07,433,450,0.9622222222222222
4445114986,2016-03-12,361,381,0.94750656167979
4445114986,2016-03-13,348,353,0.9858356940509915
4445114986,2016-03-15,487,560,0.8696428571428572
4445114986,2016-03-16,388,418,0.9282296650717703
4445114986,2016-03-17,217,231,0.9393939393939394
4445114986,2016-03-19,137,156,0.8782051282051282
4445114986,2016-03-20,539,552,0.9764492753623188
4445114986,2016-03-21,195,209,0.9330143540669856
4445114986,2016-03-22,344,360,0.9555555555555556
4445114986,2016-03-24,380,405,0.9382716049382716
4445114986,2016-03-25,325,344,0.9447674418604651
4445114986,2016-03-26,156,166,0.9397590361445783
4445114986,2016-03-27,318,325,0.9784615384615385
4445114986,2016-03-28,359,376,0.9547872340425532
4445114986,2016-03-29,442,478,0.9246861924686193
4445114986,2016-03-31,360,416,0.8653846153846154
4445114986,2016-04-01,311,337,0.9228486646884273
4445114986,2016-04-02,469,495,0.9474747474747475
4445114986,2016-04-05,465,496,0.9375
4445114986,2016-04-06,431,450,0.9577777777777777
4445114986,2016-04-07,262,268,0.9776119402985075
4445114986,2016-04-08,219,233,0.9399141630901288
4445114986,2016-04-09,391,443,0.8826185101580135
4445114986,2016-04-10,347,369,0.940379403794038
4445114986,2016-04-11,395,428,0.9228971962616822
4445114986,2016-04-12,308,332,0.927710843373494
4558609924,2016-03-30,96,101,0.9504950495049505
4558609924,2016-03-31,190,191,0.9947643979057592
4558609924,2016-04-02,86,87,0.9885057471264368
4558609924,2016-04-03,274,277,0.9891696750902527
4702921684,2016-03-11,119,124,0.9596774193548387
4702921684,2016-03-12,454,478,0.9497907949790795
4702921684,2016-03-13,281,288,0.9756944444444444
4702921684,2016-03-14,437,457,0.9562363238512035
4702921684,2016-03-15,453,467,0.9700214132762313
4702921684,2016-03-16,461,488,0.944672131147541
4702921684,2016-03-17,446,464,0.9612068965517241
4702921684,2016-03-18,345,364,0.9478021978021978
4702921684,2016-03-21,99,102,0.9705882352941176
4702921684,2016-03-22,428,458,0.9344978165938864
4702921684,2016-03-23,429,466,0.9206008583690987
4702921684,2016-03-24,428,460,0.9304347826086956
4702921684,2016-03-25,458,487,0.9404517453798767
4702921684,2016-03-26,404,418,0.9665071770334929
4702921684,2016-03-27,563,598,0.9414715719063546
4702921684,2016-03-28,419,426,0.9835680751173709
4702921684,2016-03-29,413,430,0.9604651162790697
4702921684,2016-03-30,421,455,0.9252747252747253
4702921684,2016-03-31,420,425,0.9882352941176471
4702921684,2016-04-01,454,475,0.9557894736842105
4702921684,2016-04-02,538,566,0.950530035335689
4702921684,2016-04-03,558,586,0.9522184300341296
4702921684,2016-04-04,419,444,0.9436936936936937
4702921684,2016-04-05,404,440,0.9181818181818182
4702921684,2016-04-06,454,475,0.9557894736842105
4702921684,2016-04-07,448,460,0.9739130434782609
4702921684,2016-04-08,345,370,0.9324324324324325
4702921684,2016-04-09,425,588,0.7227891156462585
4702921684,2016-04-10,533,555,0.9603603603603603
4702921684,2016-04-11,329,334,0.9850299401197605
5553957443,2016-03-12,707,760,0.9302631578947368
5553957443,2016-03-13,756,833,0.907563025210084
5553957443,2016-03-14,273,313,0.8722044728434505
5553957443,2016-03-15,378,429,0.8811188811188811
5553957443,2016-03-16,319,365,0.873972602739726
5553957443,2016-03-17,311,336,0.9255952380952381
5553957443,2016-03-18,105,115,0.9130434782608695
5553957443,2016-03-21,144,154,0.935064935064935
5553957443,2016-03-22,526,575,0.9147826086956522
5553957443,2016-03-23,249,297,0.8383838383838383
5553957443,2016-03-24,364,418,0.8708133971291866
5553957443,2016-03-25,607,675,0.8992592592592593
5553957443,2016-03-26,348,377,0.9230769230769231
5553957443,2016-03-27,665,752,0.8843085106382979
5553957443,2016-03-28,613,688,0.8909883720930233
5553957443,2016-03-29,314,358,0.8770949720670391
5553957443,2016-03-30,360,407,0.8845208845208845
5553957443,2016-03-31,351,395,0.8886075949367088
5553957443,2016-04-01,337,360,0.9361111111111111
5553957443,2016-04-02,791,903,0.875968992248062
5553957443,2016-04-03,742,840,0.8833333333333333
5553957443,2016-04-04,413,453,0.9116997792494481
5553957443,2016-04-05,340,383,0.8877284595300261
5553957443,2016-04-06,385,405,0.9506172839506173
5553957443,2016-04-07,338,376,0.898936170212766
5553957443,2016-04-08,379,417,0.9088729016786571
5553957443,2016-04-09,619,686,0.902332361516035
5553957443,2016-04-10,629,709,0.8871650211565585
5553957443,2016-04-11,428,459,0.9324618736383442
5553957443,2016-04-12,346,364,0.9505494505494505
5577150313,2016-03-11,156,161,0.968944099378882
5577150313,2016-03-12,523,562,0.9306049822064056
5577150313,2016-03-13,419,444,0.9436936936936937
5577150313,2016-03-14,364,373,0.9758713136729222
5577150313,2016-03-15,470,503,0.9343936381709742
5577150313,2016-03-16,446,466,0.9570815450643777
5577150313,2016-03-17,432,457,0.9452954048140044
5577150313,2016-03-18,421,438,0.9611872146118722
5577150313,2016-03-19,366,382,0.9581151832460733
5577150313,2016-03-20,619,655,0.9450381679389313
5577150313,2016-03-21,387,415,0.9325301204819277
5577150313,2016-03-22,99,109,0.908256880733945
5577150313,2016-03-23,511,561,0.910873440285205
5577150313,2016-03-24,390,414,0.9420289855072463
5577150313,2016-03-25,430,441,0.9750566893424036
5577150313,2016-03-26,438,471,0.9299363057324841
5577150313,2016-03-27,330,346,0.953757225433526
5577150313,2016-03-28,484,517,0.9361702127659575
5577150313,2016-03-29,451,478,0.9435146443514645
5577150313,2016-03-30,432,449,0.9621380846325167
5577150313,2016-03-31,426,456,0.9342105263157895
5577150313,2016-04-01,435,447,0.9731543624161074
5577150313,2016-04-02,355,385,0.922077922077922
5577150313,2016-04-03,389,415,0.9373493975903614
5577150313,2016-04-04,435,458,0.9497816593886463
5577150313,2016-04-05,390,414,0.9420289855072463
5577150313,2016-04-06,393,420,0.9357142857142857
5577150313,2016-04-07,454,496,0.9153225806451613
5577150313,2016-04-08,451,461,0.9783080260303688
5577150313,2016-04-09,499,516,0.9670542635658915
5577150313,2016-04-10,412,442,0.9321266968325792
5577150313,2016-04-11,312,333,0.9369369369369369
6117666160,2016-03-11,78,78,1.0
6117666160,2016-03-12,644,668,0.9640718562874252
6117666160,2016-03-13,117,120,0.975
6117666160,2016-03-14,626,670,0.9343283582089552
6117666160,2016-03-15,482,501,0.9620758483033932
6117666160,2016-03-16,606,655,0.9251908396946565
6117666160,2016-03-17,638,653,0.9770290964777948
6117666160,2016-03-18,598,654,0.9143730886850153
6117666160,2016-03-19,611,644,0.9487577639751553
6117666160,2016-03-20,535,551,0.9709618874773139
6117666160,2016-03-21,493,509,0.9685658153241651
6117666160,2016-03-22,376,404,0.9306930693069307
6117666160,2016-03-23,484,542,0.8929889298892989
6117666160,2016-03-24,699,790,0.8848101265822785
6117666160,2016-03-25,510,523,0.9751434034416826
6117666160,2016-03-26,436,467,0.9336188436830836
6117666160,2016-03-27,496,515,0.9631067961165048
6117666160,2016-03-28,21,33,0.6363636363636364
6117666160,2016-03-29,556,573,0.9703315881326352
6117666160,2016-03-30,101,106,0.9528301886792453
6117666160,2016-03-31,589,609,0.9671592775041051
6117666160,2016-04-01,558,586,0.9522184300341296
6117666160,2016-04-02,454,466,0.9742489270386266
6117666160,2016-04-05,61,66,0.9242424242424242
6117666160,2016-04-06,523,561,0.9322638146167558
6117666160,2016-04-07,499,514,0.9708171206225681
6117666160,2016-04-09,435,467,0.9314775160599572
6775888955,2016-03-11,66,75,0.88
6775888955,2016-03-12,421,438,0.9611872146118722
6775888955,2016-03-13,37,39,0.9487179487179487
6775888955,2016-03-14,590,643,0.9175738724727839
6775888955,2016-03-15,119,122,0.9754098360655737
6775888955,2016-03-18,278,300,0.9266666666666666
6775888955,2016-03-19,387,403,0.9602977667493796
6775888955,2016-03-21,364,405,0.8987654320987655
6775888955,2016-03-25,36,69,0.5217391304347826
6775888955,2016-03-26,332,359,0.924791086350975
6775888955,2016-03-27,363,407,0.8918918918918919
6775888955,2016-03-28,454,504,0.9007936507936508
6775888955,2016-03-31,290,307,0.9446254071661238
6775888955,2016-04-01,10,13,0.7692307692307693
6775888955,2016-04-02,429,452,0.9491150442477876
6775888955,2016-04-06,441,467,0.9443254817987152
6775888955,2016-04-07,275,291,0.9450171821305842
6962181067,2016-03-11,23,31,0.7419354838709677
6962181067,2016-03-12,522,533,0.9793621013133208
6962181067,2016-03-13,483,497,0.971830985915493
6962181067,2016-03-14,431,461,0.9349240780911063
6962181067,2016-03-15,360,389,0.9254498714652957
6962181067,2016-03-16,329,354,0.9293785310734464
6962181067,2016-03-17,381,395,0.9645569620253165
6962181067,2016-03-18,421,454,0.9273127753303965
6962181067,2016-03-19,487,499,0.9759519038076152
6962181067,2016-03-20,449,467,0.961456102783726
6962181067,2016-03-21,427,434,0.9838709677419355
6962181067,2016-03-22,537,550,0.9763636363636363
6962181067,2016-03-23,563,568,0.9911971830985915
6962181067,2016-03-24,461,474,0.9725738396624473
6962181067,2016-03-25,503,528,0.9526515151515151
6962181067,2016-03-26,476,487,0.9774127310061602
6962181067,2016-03-27,516,552,0.9347826086956522
6962181067,2016-03-28,515,538,0.9572490706319703
6962181067,2016-03-29,397,399,0.9949874686716792
6962181067,2016-03-30,418,432,0.9675925925925926
6962181067,2016-03-31,509,529,0.9621928166351607
6962181067,2016-04-01,527,532,0.9906015037593985
6962181067,2016-04-02,399,415,0.9614457831325302
6962181067,2016-04-03,537,568,0.9454225352112676
6962181067,2016-04-04,363,399,0.9097744360902256
6962181067,2016-04-05,358,406,0.8817733990147784
6962181067,2016-04-06,474,502,0.9442231075697212
6962181067,2016-04-07,423,430,0.9837209302325581
6962181067,2016-04-08,402,403,0.9975186104218362
6962181067,2016-04-09,434,455,0.9538461538461539
6962181067,2016-04-10,414,429,0.965034965034965
6962181067,2016-04-11,393,406,0.9679802955665024
6962181067,2016-04-12,366,387,0.9457364341085271
7007744171,2016-03-14,87,88,0.9886363636363636
7007744171,2016-03-24,62,67,0.9253731343283582
7007744171,2016-03-26,57,64,0.890625
7007744171,2016-03-30,63,64,0.984375
7007744171,2016-04-02,56,69,0.8115942028985508
7007744171,2016-04-03,70,73,0.958904109589041
7007744171,2016-04-05,66,70,0.9428571428571428
7007744171,2016-04-07,63,66,0.9545454545454546
7086361926,2016-03-12,557,567,0.982363315696649
7086361926,2016-03-13,20,23,0.8695652173913043
7086361926,2016-03-14,414,428,0.9672897196261683
7086361926,2016-03-15,392,399,0.9824561403508771
7086361926,2016-03-16,404,412,0.9805825242718447
7086361926,2016-03-17,396,415,0.9542168674698795
7086361926,2016-03-20,460,466,0.9871244635193133
7086361926,2016-03-21,521,535,0.9738317757009346
7086361926,2016-03-23,440,459,0.9586056644880174
7086361926,2016-03-25,281,288,0.9756944444444444
7086361926,2016-03-26,311,329,0.9452887537993921
7086361926,2016-03-27,68,69,0.9855072463768116
7086361926,2016-03-28,228,238,0.957983193277311
7086361926,2016-03-29,470,522,0.9003831417624522
7086361926,2016-03-30,615,658,0.9346504559270516
7086361926,2016-03-31,635,662,0.959214501510574
7086361926,2016-04-01,410,441,0.9297052154195011
7086361926,2016-04-02,552,566,0.9752650176678446
7086361926,2016-04-05,89,91,0.978021978021978
7086361926,2016-04-06,454,469,0.9680170575692963
7086361926,2016-04-07,503,512,0.982421875
7086361926,2016-04-08,389,405,0.9604938271604938
7086361926,2016-04-09,466,487,0.9568788501026694
7086361926,2016-04-10,36,45,0.8
7086361926,2016-04-11,497,505,0.9841584158415841
7086361926,2016-04-12,410,416,0.9855769230769231
8053475328,2016-03-29,498,501,0.9940119760479041
8378563200,2016-03-11,110,112,0.9821428571428571
8378563200,2016-03-12,577,672,0.8586309523809523
8378563200,2016-03-13,521,560,0.9303571428571429
8378563200,2016-03-14,331,365,0.9068493150684932
8378563200,2016-03-15,349,377,0.9257294429708223
8378563200,2016-03-16,382,404,0.9455445544554455
8378563200,2016-03-17,390,422,0.9241706161137441
8378563200,2016-03-18,561,599,0.9365609348914858
8378563200,2016-03-19,489,516,0.9476744186046512
8378563200,2016-03-20,443,473,0.9365750528541226
8378563200,2016-03-21,416,441,0.9433106575963719
8378563200,2016-03-22,445,477,0.9329140461215933
8378563200,2016-03-23,356,382,0.9319371727748691
8378563200,2016-03-24,420,451,0.9312638580931264
8378563200,2016-03-25,271,278,0.9748201438848921
8378563200,2016-03-26,615,681,0.9030837004405287
8378563200,2016-03-27,568,593,0.9578414839797639
8378563200,2016-03-28,434,455,0.9538461538461539
8378563200,2016-03-29,321,349,0.9197707736389685
8378563200,2016-03-30,563,606,0.929042904290429
8378563200,2016-03-31,428,458,0.9344978165938864
8378563200,2016-04-01,408,432,0.9444444444444444
8378563200,2016-04-02,582,639,0.9107981220657277
8378563200,2016-04-03,529,558,0.9480286738351255
8378563200,2016-04-04,417,441,0.9455782312925171
8378563200,2016-04-05,414,437,0.9473684210526315
8378563200,2016-04-06,403,421,0.9572446555819477
8378563200,2016-04-07,458,495,0.9252525252525252
8378563200,2016-04-08,302,323,0.934984520123839
8378563200,2016-04-09,405,487,0.8316221765913757
8378563200,2016-04-10,568,596,0.9530201342281879
8378563200,2016-04-11,330,356,0.9269662921348315
8378563200,2016-04-12,247,255,0.9686274509803922
8792009665,2016-03-27,391,420,0.930952380952381
8792009665,2016-03-28,389,407,0.9557739557739557
8792009665,2016-03-29,196,205,0.9560975609756097
8792009665,2016-03-30,442,459,0.9629629629629629
8792009665,2016-04-01,480,504,0.9523809523809523
8792009665,2016-04-03,479,517,0.9264990328820116
8792009665,2016-04-04,566,595,0.9512605042016806
8792009665,2016-04-05,384,414,0.927536231884058
8792009665,2016-04-06,427,463,0.9222462203023758
8792009665,2016-04-07,446,475,0.9389473684210526
8792009665,2016-04-08,424,447,0.9485458612975392
8792009665,2016-04-09,601,638,0.9420062695924765
1503960366,2016-04-12,327,346,0.9450867052023122
1503960366,2016-04-13,384,407,0.9434889434889435
1503960366,2016-04-15,412,442,0.9321266968325792
1503960366,2016-04-16,340,367,0.9264305177111717
1503960366,2016-04-17,700,712,0.9831460674157303
1503960366,2016-04-19,304,320,0.95
1503960366,2016-04-20,360,377,0.9549071618037135
1503960366,2016-04-21,325,364,0.8928571428571429
1503960366,2016-04-23,361,384,0.9401041666666666
1503960366,2016-04-24,430,449,0.9576837416481069
1503960366,2016-04-25,277,323,0.8575851393188855
1503960366,2016-04-26,245,274,0.8941605839416058
1503960366,2016-04-28,366,393,0.9312977099236641
1503960366,2016-04-29,341,354,0.963276836158192
1503960366,2016-04-30,404,425,0.9505882352941176
1503960366,2016-05-01,369,396,0.9318181818181818
1503960366,2016-05-02,277,309,0.8964401294498382
1503960366,2016-05-03,273,296,0.9222972972972973
1503960366,2016-05-05,247,264,0.9356060606060606
1503960366,2016-05-06,334,367,0.9100817438692098
1503960366,2016-05-07,331,349,0.9484240687679083
1503960366,2016-05-08,594,611,0.972176759410802
1503960366,2016-05-09,338,342,0.9883040935672515
1503960366,2016-05-10,383,403,0.9503722084367245
1503960366,2016-05-11,285,306,0.9313725490196079
1644430081,2016-04-29,119,127,0.937007874015748
1644430081,2016-04-30,124,142,0.8732394366197183
1644430081,2016-05-02,796,961,0.8283038501560874
1644430081,2016-05-08,137,154,0.8896103896103896
1844505072,2016-04-15,644,961,0.6701352757544224
1844505072,2016-04-30,722,961,0.7513007284079084
1844505072,2016-05-01,590,961,0.6139438085327783
1927972279,2016-04-12,750,775,0.967741935483871
1927972279,2016-04-13,398,422,0.943127962085308
1927972279,2016-04-15,475,499,0.9519038076152304
1927972279,2016-04-26,296,315,0.9396825396825397
1927972279,2016-04-28,166,178,0.9325842696629213
2026352035,2016-04-12,503,546,0.9212454212454212
2026352035,2016-04-13,531,565,0.9398230088495575
2026352035,2016-04-14,545,568,0.9595070422535211
2026352035,2016-04-15,523,573,0.912739965095986
2026352035,2016-04-16,524,567,0.9241622574955908
2026352035,2016-04-17,437,498,0.8775100401606426
2026352035,2016-04-19,498,540,0.9222222222222223
2026352035,2016-04-20,461,510,0.903921568627451
2026352035,2016-04-21,477,514,0.9280155642023347
2026352035,2016-04-22,520,545,0.9541284403669725
2026352035,2016-04-23,522,554,0.9422382671480144
2026352035,2016-04-24,555,591,0.9390862944162437
2026352035,2016-04-25,506,531,0.9529190207156308
2026352035,2016-04-27,508,545,0.9321100917431193
2026352035,2016-04-28,513,545,0.9412844036697248
2026352035,2016-04-29,490,510,0.9607843137254902
2026352035,2016-04-30,573,607,0.943986820428336
2026352035,2016-05-01,527,546,0.9652014652014652
2026352035,2016-05-02,511,543,0.9410681399631676
2026352035,2016-05-04,538,560,0.9607142857142857
2026352035,2016-05-05,468,485,0.9649484536082474
2026352035,2016-05-06,524,548,0.9562043795620438
2026352035,2016-05-07,511,521,0.980806142034549
2026352035,2016-05-08,541,568,0.9524647887323944
2026352035,2016-05-09,531,556,0.9550359712230215
2026352035,2016-05-10,357,380,0.9394736842105263
2026352035,2016-05-11,523,553,0.945750452079566
2026352035,2016-05-12,456,485,0.9402061855670103
2320127002,2016-04-23,61,69,0.8840579710144928
2347167796,2016-04-13,467,531,0.879472693032015
2347167796,2016-04-14,445,489,0.9100204498977505
2347167796,2016-04-15,452,504,0.8968253968253969
2347167796,2016-04-17,556,602,0.9235880398671097
2347167796,2016-04-18,500,557,0.8976660682226212
2347167796,2016-04-19,465,514,0.9046692607003891
2347167796,2016-04-21,460,484,0.9504132231404959
2347167796,2016-04-22,405,461,0.8785249457700651
2347167796,2016-04-23,374,386,0.9689119170984456
2347167796,2016-04-24,442,459,0.9629629629629629
2347167796,2016-04-25,433,471,0.9193205944798302
2347167796,2016-04-26,436,490,0.889795918367347
2347167796,2016-04-27,448,499,0.8977955911823647
2347167796,2016-04-28,408,450,0.9066666666666666
2347167796,2016-04-29,411,473,0.86892177589852
3977333714,2016-04-12,274,469,0.5842217484008528
3977333714,2016-04-13,295,456,0.6469298245614035
3977333714,2016-04-14,291,397,0.7329974811083123
3977333714,2016-04-15,424,556,0.762589928057554
3977333714,2016-04-16,283,510,0.5549019607843138
3977333714,2016-04-17,381,566,0.6731448763250883
3977333714,2016-04-18,412,522,0.789272030651341
3977333714,2016-04-19,219,395,0.5544303797468354
3977333714,2016-04-20,152,305,0.49836065573770494
3977333714,2016-04-21,332,512,0.6484375
3977333714,2016-04-22,355,476,0.7457983193277311
3977333714,2016-04-23,235,372,0.6317204301075269
3977333714,2016-04-24,310,526,0.5893536121673004
3977333714,2016-04-25,262,467,0.5610278372591007
3977333714,2016-04-26,250,371,0.6738544474393531
